accuracy,kappa,latency_us,pool_memory_kb,active_memory_kb,final_pool_size,mean_active_size,drift_count,stream,method,seed,wall_time_s
0.9535907181436288,0.8960820470914177,170.7731538092048,2102.26171875,2102.26171875,10,10.0,,SEA-abrupt,SRP,3,10.904943704605104
0.9081816363272656,0.7930834754609684,113.0029289981394,613.1845703125,208.25,6,2.64,2.0,SEA-abrupt,DSPP-Lite,4,2.100722551345825
0.9377875575115024,0.8604345420623571,263.52422219551954,815.49609375,260.83984375,6,2.16,0.0,SEA-abrupt,DSPP-Adaptive,4,4.948253393173218
0.912382476495299,0.8029444725037249,122.19239499954708,613.1748046875,208.232421875,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,4,2.2489633560180664
0.9373874774954992,0.8596860517701522,170.1648091979223,816.48046875,272.17578125,6,2.0,0.0,SEA-abrupt,StaticSPP-Adaptive,4,3.1720917224884038
0.9081816363272656,0.7930834754609684,112.48062099857634,612.9052734375,208.236328125,6,2.64,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,4,2.1069462299346924
0.9377875575115024,0.8604345420623571,187.48144960027275,816.01171875,260.98046875,6,2.16,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,4,3.480230569839477
0.9227845569113824,0.8232812772743899,199.29865419635465,474.052734375,474.052734375,10,10.0,,SEA-abrupt,OB,4,4.20762038230896
0.9487897579515904,0.8855874462891001,132.21412079710717,3516.630859375,3516.630859375,10,10.0,,SEA-abrupt,LB,4,9.114082098007202
0.9613922784556912,0.9140505104594726,215.23631859581656,5791.4912109375,5791.4912109375,10,10.0,,SEA-abrupt,ARF,4,6.368924140930176
0.9513902780556112,0.8907473843154351,155.40089240057569,1964.4765625,1964.4765625,10,10.0,,SEA-abrupt,SRP,4,9.945956230163574
0.9251850370074016,0.8340756457567852,173.1448683916824,613.2412109375,196.7548828125,6,2.16,1.0,SEA-abrupt,DSPP-Lite,5,3.350284576416016
0.9427885577115424,0.8727227730264301,178.9557758042065,771.5751953125,261.4326171875,6,2.56,0.0,SEA-abrupt,DSPP-Adaptive,5,3.1777257919311523
0.9247849569913984,0.8335318066563401,111.43997039962414,613.0322265625,196.9501953125,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,5,2.084357500076294
0.9425885177035408,0.8723932894438534,165.46725820680876,771.5205078125,261.3994140625,6,2.0,0.0,SEA-abrupt,StaticSPP-Adaptive,5,3.093876838684082
0.9251850370074016,0.8340756457567852,139.5202763929774,612.1611328125,196.5283203125,6,2.16,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,5,2.687154531478882
0.9427885577115424,0.8727227730264301,263.62519260383124,771.2333984375,261.4423828125,6,2.56,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,5,4.512132406234741
0.927985597119424,0.8376063146963739,123.04818520533443,830.4873046875,830.4873046875,10,10.0,,SEA-abrupt,OB,5,2.687150716781616
0.956991398279656,0.904726248577367,161.68022120637033,3469.3291015625,3469.3291015625,10,10.0,,SEA-abrupt,LB,5,11.03370189666748
0.962992598519704,0.9177873017399776,153.4751673883875,5530.03125,5530.03125,10,10.0,,SEA-abrupt,ARF,5,4.831485748291016
0.953990798159632,0.8971920482618047,173.80284339524223,2017.4775390625,2017.4775390625,10,10.0,,SEA-abrupt,SRP,5,11.084741353988647
0.93498699739948,0.8589292752177026,112.7421964032692,612.8955078125,185.36328125,6,2.4,1.0,SEA-abrupt,DSPP-Lite,6,2.104048728942871
0.9347869573914784,0.8563712616668815,169.88962581035594,777.810546875,388.83203125,6,2.32,1.0,SEA-abrupt,DSPP-Adaptive,6,3.100519895553589
0.9377875575115024,0.8656008424838856,114.90614539798116,613.3857421875,185.63671875,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,6,2.1418232917785645
0.9337867573514704,0.8542544929644569,270.11961820026045,777.5859375,259.46484375,6,2.04,0.0,SEA-abrupt,StaticSPP-Adaptive,6,5.064558506011963
0.93498699739948,0.8589292752177026,115.65765060076956,613.0380859375,185.314453125,6,2.4,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,6,2.114633321762085
0.9347869573914784,0.8563712616668815,169.31955959626066,777.6640625,388.74609375,6,2.32,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,6,3.094151735305786
0.931986397279456,0.848881499395405,123.02115360562313,624.9658203125,624.9658203125,10,10.0,,SEA-abrupt,OB,6,2.6805222034454346
0.9561912382476496,0.9038880622389148,160.99564699688926,3299.0634765625,3299.0634765625,10,10.0,,SEA-abrupt,LB,6,10.926239013671877
0.9615923184636928,0.9160241814744484,156.8545721915143,5335.833984375,5335.833984375,10,10.0,,SEA-abrupt,ARF,6,4.81108283996582
0.956991398279656,0.9055545806447984,169.23921139896265,1756.3076171875,1756.3076171875,10,10.0,,SEA-abrupt,SRP,6,10.990644216537476
0.9445889177835568,0.8799179428334958,115.17188219841046,636.0517578125,242.5244140625,6,2.4,0.0,SEA-abrupt,DSPP-Lite,7,2.1506361961364746
0.9435887177435488,0.8769387980643576,229.918476194689,757.5322265625,248.9462890625,6,2.32,1.0,SEA-abrupt,DSPP-Adaptive,7,4.427767753601074
0.945989197839568,0.8835901159105152,151.69880879620905,636.1162109375,242.3583984375,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,7,2.900322914123535
